sales_id,lastSalePrice,lastSaleDate
181,234000.0,2021-06-04T00:00:00.000Z
182,1575000.0,2021-03-12T00:00:00.000Z
183,375000.0,2023-07-05T00:00:00.000Z
184,214000.0,2021-03-15T00:00:00.000Z
185,0.0,2016-06-27T00:00:00.000Z
186,305500.0,2017-01-09T00:00:00.000Z
187,230000.0,2019-02-21T00:00:00.000Z
188,2650000.0,2022-02-23T00:00:00.000Z
189,65000.0,1992-07-14T00:00:00.000Z
190,0.0,2012-11-08T00:00:00.000Z
191,365000.0,2021-08-06T00:00:00.000Z
192,422504.0,2006-09-29T00:00:00.000Z
193,763000.0,2020-12-08T00:00:00.000Z
194,194000.0,2021-01-05T00:00:00.000Z
195,341500.0,2020-05-13T00:00:00.000Z
196,49900.0,2001-12-18T00:00:00.000Z
197,0.0,2015-12-01T00:00:00.000Z
198,0.0,2024-01-16T00:00:00.000Z
199,261600.0,2024-06-13T00:00:00.000Z
200,40000.0,2012-04-10T00:00:00.000Z
201,206500.0,2015-05-13T00:00:00.000Z
202,88000.0,2020-12-18T00:00:00.000Z
203,381445.0,2018-04-04T00:00:00.000Z
204,12500.0,2018-03-28T00:00:00.000Z
205,330000.0,2021-02-04T00:00:00.000Z
206,194000.0,2006-03-20T00:00:00.000Z
207,1850000.0,2019-04-30T00:00:00.000Z
208,500000.0,2021-07-20T00:00:00.000Z
209,0.0,2007-05-31T00:00:00.000Z
210,148000.0,1995-04-28T00:00:00.000Z
211,147000.0,2019-06-27T00:00:00.000Z
212,0.0,2022-04-04T00:00:00.000Z
213,980000.0,2015-04-29T00:00:00.000Z
214,432500.0,2022-06-22T00:00:00.000Z
215,119900.0,1998-06-02T00:00:00.000Z
216,165000.0,2005-11-17T00:00:00.000Z
217,177000.0,2017-07-07T00:00:00.000Z
218,800000.0,2002-01-16T00:00:00.000Z
219,0.0,2012-08-21T00:00:00.000Z
220,585555.0,2023-04-28T00:00:00.000Z
221,0.0,2021-05-18T00:00:00.000Z
222,750000.0,2023-03-28T00:00:00.000Z
223,198335.0,2020-03-03T00:00:00.000Z
224,0.0,2020-11-09T00:00:00.000Z
225,564000.0,2021-12-03T00:00:00.000Z
226,82000.0,2013-06-03T00:00:00.000Z
227,385000.0,2020-09-23T00:00:00.000Z
228,98000.0,2014-01-13T00:00:00.000Z
229,370000.0,2017-07-14T00:00:00.000Z
230,952500.0,2021-09-14T00:00:00.000Z
231,510000.0,2021-04-23T00:00:00.000Z
232,168500.0,2000-11-14T00:00:00.000Z
233,824000.0,2021-04-12T00:00:00.000Z
234,101000.0,1998-10-05T00:00:00.000Z
235,172500.0,2002-10-31T00:00:00.000Z
236,189000.0,2019-11-26T00:00:00.000Z
237,260000.0,2021-04-30T00:00:00.000Z
238,3000.0,2009-10-08T00:00:00.000Z
239,60000.0,2022-06-03T00:00:00.000Z
240,159950.0,2008-10-01T00:00:00.000Z
241,0.0,2020-07-31T00:00:00.000Z
242,31500.0,1999-05-10T00:00:00.000Z
243,175000.0,2021-02-01T00:00:00.000Z
244,116000.0,1996-12-10T00:00:00.000Z
245,430004.0,2018-07-06T00:00:00.000Z
246,0.0,2018-06-15T00:00:00.000Z
247,112000.0,1998-05-07T00:00:00.000Z
248,59900.0,2021-09-16T00:00:00.000Z
249,0.0,2019-06-25T00:00:00.000Z
250,207000.0,2019-08-26T00:00:00.000Z
251,525000.0,2021-05-07T00:00:00.000Z
252,603000.0,2022-09-20T00:00:00.000Z
253,230000.0,2019-04-26T00:00:00.000Z
254,340000.0,2017-10-04T00:00:00.000Z
255,237000.0,2022-01-07T00:00:00.000Z
256,462500.0,2006-09-06T00:00:00.000Z
257,193000.0,2012-06-13T00:00:00.000Z
258,48000.0,2021-02-12T00:00:00.000Z
259,120000.0,2021-04-21T00:00:00.000Z
260,130000.0,2023-01-23T00:00:00.000Z
261,298000.0,2016-03-24T00:00:00.000Z
262,134000.0,2019-12-06T00:00:00.000Z
263,62000.0,2008-05-07T00:00:00.000Z
264,240000.0,2023-05-22T00:00:00.000Z
265,265000.0,2011-05-18T00:00:00.000Z
266,335000.0,2013-07-16T00:00:00.000Z
267,230000.0,2013-03-13T00:00:00.000Z
268,122500.0,2022-03-03T00:00:00.000Z
269,169000.0,2003-08-22T00:00:00.000Z
270,135000.0,2016-01-27T00:00:00.000Z
271,745000.0,2015-04-17T00:00:00.000Z
272,245000.0,2002-01-18T00:00:00.000Z
273,0.0,2015-04-22T00:00:00.000Z
274,292000.0,2010-04-21T00:00:00.000Z
275,88000.0,2013-10-01T00:00:00.000Z
276,138900.0,2012-12-03T00:00:00.000Z
277,0.0,2008-06-25T00:00:00.000Z
278,0.0,1988-08-22T00:00:00.000Z
279,2575000.0,2006-07-12T00:00:00.000Z
